rule,severity,component,line,message,effort,creationDate
java:S5361,CRITICAL,aryanmishra777_roller:app/src/main/java/org/apache/roller/weblogger/business/startup/DatabaseInstaller.java,857,"Replace this call to ""replaceAll()"" by a call to the ""replace()"" method.",2min,2013-06-08T21:44:53+0000
java:S108,MAJOR,aryanmishra777_roller:app/src/main/java/org/apache/roller/weblogger/business/startup/DatabaseInstaller.java,871,"Remove this block of code, fill it in, or add a comment explaining why it is empty.",5min,2013-06-08T21:44:53+0000
java:S1172,MAJOR,aryanmishra777_roller:app/src/main/java/org/apache/roller/weblogger/business/startup/WebloggerStartup.java,130,"Remove this unused method parameter ""runScripts"".",5min,2013-06-08T21:44:53+0000
java:S1948,CRITICAL,aryanmishra777_roller:app/src/main/java/org/apache/roller/weblogger/business/themes/SharedThemeFromDir.java,49,"Make non-static ""previewImage"" transient or serializable.",30min,2013-06-08T21:44:53+0000
java:S1948,CRITICAL,aryanmishra777_roller:app/src/main/java/org/apache/roller/weblogger/business/themes/SharedThemeFromDir.java,52,"Make non-static ""stylesheet"" transient or serializable.",30min,2013-06-08T21:44:53+0000
java:S6541,INFO,aryanmishra777_roller:app/src/main/java/org/apache/roller/weblogger/business/themes/SharedThemeFromDir.java,177,"A ""Brain Method"" was detected. Refactor it to reduce at least one of the following metrics: LOC from 150 to 64, Complexity from 26 to 14, Nesting Level from 4 to 2, Number of Variables from 27 to 6.",0min,2013-06-08T21:44:53+0000
java:S1168,MAJOR,aryanmishra777_roller:app/src/main/java/org/apache/roller/weblogger/business/themes/SharedThemeResourceFromDir.java,64,Return an empty array instead of null.,30min,2013-06-08T21:44:53+0000
java:S112,MAJOR,aryanmishra777_roller:app/src/main/java/org/apache/roller/weblogger/business/themes/SharedThemeResourceFromDir.java,103,Replace generic exceptions with specific library exceptions or a custom exception.,20min,2013-06-08T21:44:53+0000
java:S1128,MINOR,aryanmishra777_roller:app/src/main/java/org/apache/roller/weblogger/business/themes/SharedThemeTemplate.java,29,Remove this unused import 'java.util.HashMap'.,1min,2013-06-08T21:44:53+0000
java:S1135,INFO,aryanmishra777_roller:app/src/main/java/org/apache/roller/weblogger/business/themes/ThemeManagerImpl.java,70,Complete the task associated to this TODO comment.,0min,2013-06-08T21:44:53+0000
java:S108,MAJOR,aryanmishra777_roller:app/src/main/java/org/apache/roller/weblogger/business/themes/ThemeManagerImpl.java,75,"Remove this block of code, fill it in, or add a comment explaining why it is empty.",5min,2013-06-08T21:44:53+0000
java:S112,MAJOR,aryanmishra777_roller:app/src/main/java/org/apache/roller/weblogger/business/themes/ThemeManagerImpl.java,95,Replace generic exceptions with specific library exceptions or a custom exception.,20min,2013-06-08T21:44:53+0000
java:S112,MAJOR,aryanmishra777_roller:app/src/main/java/org/apache/roller/weblogger/business/themes/ThemeManagerImpl.java,107,Replace generic exceptions with specific library exceptions or a custom exception.,20min,2013-06-08T21:44:53+0000
java:S1135,INFO,aryanmishra777_roller:app/src/main/java/org/apache/roller/weblogger/business/themes/ThemeManagerImpl.java,171,Complete the task associated to this TODO comment.,0min,2013-06-08T21:44:53+0000
java:S1075,MINOR,aryanmishra777_roller:app/src/main/java/org/apache/roller/weblogger/business/themes/ThemeManagerImpl.java,324,Remove this hard-coded path-delimiter.,20min,2013-06-08T21:44:53+0000
java:S1481,MINOR,aryanmishra777_roller:app/src/main/java/org/apache/roller/weblogger/business/themes/WeblogCustomTheme.java,162,"Remove this unused ""mf"" local variable.",5min,2013-06-08T21:44:53+0000
java:S1481,MINOR,aryanmishra777_roller:app/src/main/java/org/apache/roller/weblogger/business/themes/WeblogSharedTheme.java,254,"Remove this unused ""mf"" local variable.",5min,2013-06-08T21:44:53+0000
java:S125,MAJOR,aryanmishra777_roller:app/src/main/java/org/apache/roller/weblogger/config/PingConfig.java,96,This block of commented-out lines of code should be removed.,5min,2013-06-08T21:44:53+0000
java:S7158,MINOR,aryanmishra777_roller:app/src/main/java/org/apache/roller/weblogger/config/PingConfig.java,233,"Use ""isEmpty()"" to check whether a ""String"" is empty or not.",2min,2013-06-08T21:44:53+0000
java:S1135,INFO,aryanmishra777_roller:app/src/main/java/org/apache/roller/weblogger/config/PingConfig.java,267,Complete the task associated to this TODO comment.,0min,2013-06-08T21:44:53+0000
java:S117,MINOR,aryanmishra777_roller:app/src/main/java/org/apache/roller/weblogger/config/WebloggerConfig.java,91,Rename this local variable to match the regular expression '^[a-z][a-zA-Z0-9]*$'.,2min,2013-06-08T21:44:53+0000
java:S7158,MINOR,aryanmishra777_roller:app/src/main/java/org/apache/roller/weblogger/config/WebloggerConfig.java,92,"Use ""isEmpty()"" to check whether a ""String"" is empty or not.",2min,2013-06-08T21:44:53+0000
java:S106,MAJOR,aryanmishra777_roller:app/src/main/java/org/apache/roller/weblogger/config/WebloggerConfig.java,100,Replace this use of System.out by a logger.,10min,2013-06-08T21:44:53+0000
java:S106,MAJOR,aryanmishra777_roller:app/src/main/java/org/apache/roller/weblogger/config/WebloggerConfig.java,103,Replace this use of System.out by a logger.,10min,2013-06-08T21:44:53+0000
java:S1186,CRITICAL,aryanmishra777_roller:app/src/main/java/org/apache/roller/weblogger/config/runtime/PropertyDef.java,50,"Add a nested comment explaining why this method is empty, throw an UnsupportedOperationException or complete the implementation.",5min,2013-06-08T21:44:53+0000
java:S1186,CRITICAL,aryanmishra777_roller:app/src/main/java/org/apache/roller/weblogger/config/runtime/RuntimeConfigDefsParser.java,44,"Add a nested comment explaining why this method is empty, throw an UnsupportedOperationException or complete the implementation.",5min,2013-06-08T21:44:53+0000
java:S1948,CRITICAL,aryanmishra777_roller:app/src/main/java/org/apache/roller/weblogger/planet/ui/PlanetConfig.java,59,"Make non-static ""globalConfigDef"" transient or serializable.",30min,2013-06-08T21:44:53+0000
java:S1948,CRITICAL,aryanmishra777_roller:app/src/main/java/org/apache/roller/weblogger/planet/ui/PlanetUIAction.java,37,"Make non-static ""planet"" transient or serializable.",30min,2013-06-08T21:44:53+0000
java:S125,MAJOR,aryanmishra777_roller:app/src/main/java/org/apache/roller/weblogger/pojos/AutoPing.java,56,This block of commented-out lines of code should be removed.,5min,2013-06-08T21:44:53+0000
java:S112,MAJOR,aryanmishra777_roller:app/src/main/java/org/apache/roller/weblogger/pojos/FileContent.java,76,Replace generic exceptions with specific library exceptions or a custom exception.,20min,2013-06-08T21:44:53+0000
java:S1130,MINOR,aryanmishra777_roller:app/src/main/java/org/apache/roller/weblogger/pojos/GlobalPermission.java,79,"Remove the declaration of thrown exception 'org.apache.roller.weblogger.WebloggerException', as it cannot be thrown from constructor's body.",5min,2013-06-08T21:44:53+0000
java:S1130,MINOR,aryanmishra777_roller:app/src/main/java/org/apache/roller/weblogger/pojos/GlobalPermission.java,90,"Remove the declaration of thrown exception 'org.apache.roller.weblogger.WebloggerException', as it cannot be thrown from constructor's body.",5min,2013-06-08T21:44:53+0000
java:S1144,MAJOR,aryanmishra777_roller:app/src/main/java/org/apache/roller/weblogger/pojos/GlobalPermission.java,136,"Remove this unused private ""actionImplies"" method.",2min,2013-06-08T21:44:53+0000
java:S1948,CRITICAL,aryanmishra777_roller:app/src/main/java/org/apache/roller/weblogger/pojos/MediaFile.java,66,"Make non-static ""is"" transient or serializable.",30min,2013-06-08T21:44:53+0000
java:S1948,CRITICAL,aryanmishra777_roller:app/src/main/java/org/apache/roller/weblogger/pojos/MediaFile.java,68,"Make non-static ""directory"" transient or serializable.",30min,2013-06-08T21:44:53+0000
java:S1948,CRITICAL,aryanmishra777_roller:app/src/main/java/org/apache/roller/weblogger/pojos/MediaFile.java,70,"Make non-static ""content"" transient or serializable.",30min,2013-06-08T21:44:53+0000
java:S1948,CRITICAL,aryanmishra777_roller:app/src/main/java/org/apache/roller/weblogger/pojos/MediaFile.java,71,"Make non-static ""thumbnail"" transient or serializable.",30min,2013-06-08T21:44:53+0000
java:S1135,INFO,aryanmishra777_roller:app/src/main/java/org/apache/roller/weblogger/pojos/MediaFile.java,73,Complete the task associated to this TODO comment.,0min,2013-06-08T21:44:53+0000
java:S1186,CRITICAL,aryanmishra777_roller:app/src/main/java/org/apache/roller/weblogger/pojos/MediaFile.java,80,"Add a nested comment explaining why this method is empty, throw an UnsupportedOperationException or complete the implementation.",5min,2013-06-08T21:44:53+0000
java:S1905,MINOR,aryanmishra777_roller:app/src/main/java/org/apache/roller/weblogger/pojos/MediaFile.java,498,"Remove this unnecessary cast to ""float"".",5min,2013-06-08T21:44:53+0000
java:S1905,MINOR,aryanmishra777_roller:app/src/main/java/org/apache/roller/weblogger/pojos/MediaFile.java,504,"Remove this unnecessary cast to ""float"".",5min,2013-06-08T21:44:53+0000
java:S1116,MINOR,aryanmishra777_roller:app/src/main/java/org/apache/roller/weblogger/pojos/MediaFileComparator.java,36,Remove this empty statement.,2min,2013-06-08T21:44:53+0000
java:S1301,MINOR,aryanmishra777_roller:app/src/main/java/org/apache/roller/weblogger/pojos/MediaFileDirectoryComparator.java,51,"Replace this ""switch"" statement by ""if"" statements to increase readability.",5min,2013-06-08T21:44:53+0000
java:S1116,MINOR,aryanmishra777_roller:app/src/main/java/org/apache/roller/weblogger/pojos/MediaFileFilter.java,33,Remove this empty statement.,2min,2013-06-08T21:44:53+0000
java:S1116,MINOR,aryanmishra777_roller:app/src/main/java/org/apache/roller/weblogger/pojos/MediaFileFilter.java,39,Remove this empty statement.,2min,2013-06-08T21:44:53+0000
java:S1186,CRITICAL,aryanmishra777_roller:app/src/main/java/org/apache/roller/weblogger/pojos/OAuthAccessorRecord.java,40,"Add a nested comment explaining why this method is empty, throw an UnsupportedOperationException or complete the implementation.",5min,2013-06-08T21:44:53+0000
java:S1186,CRITICAL,aryanmishra777_roller:app/src/main/java/org/apache/roller/weblogger/pojos/OAuthConsumerRecord.java,35,"Add a nested comment explaining why this method is empty, throw an UnsupportedOperationException or complete the implementation.",5min,2013-06-08T21:44:53+0000
java:S5993,MAJOR,aryanmishra777_roller:app/src/main/java/org/apache/roller/weblogger/pojos/ObjectPermission.java,38,"Change the visibility of this constructor to ""protected"".",2min,2013-06-08T21:44:53+0000
java:S5993,MAJOR,aryanmishra777_roller:app/src/main/java/org/apache/roller/weblogger/pojos/ObjectPermission.java,42,"Change the visibility of this constructor to ""protected"".",2min,2013-06-08T21:44:53+0000
java:S125,MAJOR,aryanmishra777_roller:app/src/main/java/org/apache/roller/weblogger/pojos/ObjectPermission.java,71,This block of commented-out lines of code should be removed.,5min,2013-06-08T21:44:53+0000
java:S125,MAJOR,aryanmishra777_roller:app/src/main/java/org/apache/roller/weblogger/pojos/PingQueueEntry.java,62,This block of commented-out lines of code should be removed.,5min,2013-06-08T21:44:53+0000
java:S125,MAJOR,aryanmishra777_roller:app/src/main/java/org/apache/roller/weblogger/pojos/PingTarget.java,68,This block of commented-out lines of code should be removed.,5min,2013-06-08T21:44:53+0000
java:S5993,MAJOR,aryanmishra777_roller:app/src/main/java/org/apache/roller/weblogger/pojos/RollerPermission.java,34,"Change the visibility of this constructor to ""protected"".",2min,2013-06-08T21:44:53+0000
java:S3358,MAJOR,aryanmishra777_roller:app/src/main/java/org/apache/roller/weblogger/pojos/StatCountCountComparator.java,44,Extract this nested ternary operation into an independent statement.,5min,2013-06-08T21:44:53+0000
java:S1186,CRITICAL,aryanmishra777_roller:app/src/main/java/org/apache/roller/weblogger/pojos/TagStat.java,37,"Add a nested comment explaining why this method is empty, throw an UnsupportedOperationException or complete the implementation.",5min,2013-06-08T21:44:53+0000
java:S1186,CRITICAL,aryanmishra777_roller:app/src/main/java/org/apache/roller/weblogger/pojos/TagStatComparator.java,34,"Add a nested comment explaining why this method is empty, throw an UnsupportedOperationException or complete the implementation.",5min,2013-06-08T21:44:53+0000
java:S1186,CRITICAL,aryanmishra777_roller:app/src/main/java/org/apache/roller/weblogger/pojos/TagStatCountComparator.java,36,"Add a nested comment explaining why this method is empty, throw an UnsupportedOperationException or complete the implementation.",5min,2013-06-08T21:44:53+0000
java:S3358,MAJOR,aryanmishra777_roller:app/src/main/java/org/apache/roller/weblogger/pojos/TagStatCountComparator.java,49,Extract this nested ternary operation into an independent statement.,5min,2013-06-08T21:44:53+0000
java:S1186,CRITICAL,aryanmishra777_roller:app/src/main/java/org/apache/roller/weblogger/pojos/TaskLock.java,40,"Add a nested comment explaining why this method is empty, throw an UnsupportedOperationException or complete the implementation.",5min,2013-06-08T21:44:53+0000
java:S107,MAJOR,aryanmishra777_roller:app/src/main/java/org/apache/roller/weblogger/pojos/User.java,58,"Constructor has 9 parameters, which is greater than 7 authorized.",20min,2013-06-08T21:44:53+0000
java:S1172,MAJOR,aryanmishra777_roller:app/src/main/java/org/apache/roller/weblogger/pojos/User.java,58,"Remove this unused method parameter ""id"".",5min,2013-06-08T21:44:53+0000
java:S107,MAJOR,aryanmishra777_roller:app/src/main/java/org/apache/roller/weblogger/pojos/Weblog.java,103,"Constructor has 8 parameters, which is greater than 7 authorized.",20min,2013-06-08T21:44:53+0000
java:S1135,INFO,aryanmishra777_roller:app/src/main/java/org/apache/roller/weblogger/pojos/Weblog.java,165,Complete the task associated to this TODO comment.,0min,2013-06-08T21:44:53+0000
java:S1186,CRITICAL,aryanmishra777_roller:app/src/main/java/org/apache/roller/weblogger/pojos/Weblog.java,492,"Add a nested comment explaining why this method is empty, throw an UnsupportedOperationException or complete the implementation.",5min,2013-06-08T21:44:53+0000
java:S112,MAJOR,aryanmishra777_roller:app/src/main/java/org/apache/roller/weblogger/pojos/WeblogCategory.java,210,Replace generic exceptions with specific library exceptions or a custom exception.,20min,2013-06-08T21:44:53+0000
java:S107,MAJOR,aryanmishra777_roller:app/src/main/java/org/apache/roller/weblogger/pojos/WeblogEntry.java,114,"Constructor has 11 parameters, which is greater than 7 authorized.",20min,2013-06-08T21:44:53+0000
java:S1172,MAJOR,aryanmishra777_roller:app/src/main/java/org/apache/roller/weblogger/pojos/WeblogEntry.java,115,"Remove this unused method parameter ""id"".",5min,2013-06-08T21:44:53+0000
java:S125,MAJOR,aryanmishra777_roller:app/src/main/java/org/apache/roller/weblogger/pojos/WeblogEntry.java,126,This block of commented-out lines of code should be removed.,5min,2013-06-08T21:44:53+0000
java:S112,MAJOR,aryanmishra777_roller:app/src/main/java/org/apache/roller/weblogger/pojos/WeblogEntry.java,370,Replace generic exceptions with specific library exceptions or a custom exception.,20min,2013-06-08T21:44:53+0000
java:S1130,MINOR,aryanmishra777_roller:app/src/main/java/org/apache/roller/weblogger/pojos/WeblogEntry.java,370,"Remove the declaration of thrown exception 'java.lang.Exception', as it cannot be thrown from method's body.",5min,2013-06-08T21:44:53+0000
java:S1130,MINOR,aryanmishra777_roller:app/src/main/java/org/apache/roller/weblogger/pojos/WeblogEntry.java,545,"Remove the declaration of thrown exception 'org.apache.roller.weblogger.WebloggerException', as it cannot be thrown from method's body.",5min,2013-06-08T21:44:53+0000
java:S1135,INFO,aryanmishra777_roller:app/src/main/java/org/apache/roller/weblogger/pojos/WeblogEntry.java,720,Complete the task associated to this TODO comment.,0min,2013-06-08T21:44:53+0000
java:S108,MAJOR,aryanmishra777_roller:app/src/main/java/org/apache/roller/weblogger/pojos/WeblogEntry.java,732,"Remove this block of code, fill it in, or add a comment explaining why it is empty.",5min,2013-06-08T21:44:53+0000
java:S1133,INFO,aryanmishra777_roller:app/src/main/java/org/apache/roller/weblogger/pojos/WeblogEntry.java,755,Do not forget to remove this deprecated code someday.,10min,2013-06-08T21:44:53+0000
java:S1845,BLOCKER,aryanmishra777_roller:app/src/main/java/org/apache/roller/weblogger/pojos/WeblogEntry.java,755,"Rename method ""getPermaLink"" to prevent any misunderstanding/clash with method ""getPermalink"".",10min,2013-06-08T21:44:53+0000
java:S1133,INFO,aryanmishra777_roller:app/src/main/java/org/apache/roller/weblogger/pojos/WeblogEntry.java,765,Do not forget to remove this deprecated code someday.,10min,2013-06-08T21:44:53+0000
java:S1135,INFO,aryanmishra777_roller:app/src/main/java/org/apache/roller/weblogger/pojos/WeblogEntry.java,842,Complete the task associated to this TODO comment.,0min,2013-06-08T21:44:53+0000
java:S1186,CRITICAL,aryanmishra777_roller:app/src/main/java/org/apache/roller/weblogger/pojos/WeblogEntry.java,844,"Add a nested comment explaining why this method is empty, throw an UnsupportedOperationException or complete the implementation.",5min,2013-06-08T21:44:53+0000
java:S1135,INFO,aryanmishra777_roller:app/src/main/java/org/apache/roller/weblogger/pojos/WeblogEntry.java,847,Complete the task associated to this TODO comment.,0min,2013-06-08T21:44:53+0000
java:S1186,CRITICAL,aryanmishra777_roller:app/src/main/java/org/apache/roller/weblogger/pojos/WeblogEntry.java,849,"Add a nested comment explaining why this method is empty, throw an UnsupportedOperationException or complete the implementation.",5min,2013-06-08T21:44:53+0000
java:S1845,BLOCKER,aryanmishra777_roller:app/src/main/java/org/apache/roller/weblogger/pojos/WeblogEntry.java,849,"Rename method ""setPermaLink"" to prevent any misunderstanding/clash with method ""setPermalink"".",10min,2013-06-08T21:44:53+0000
java:S1135,INFO,aryanmishra777_roller:app/src/main/java/org/apache/roller/weblogger/pojos/WeblogEntry.java,853,Complete the task associated to this TODO comment.,0min,2013-06-08T21:44:53+0000
java:S1186,CRITICAL,aryanmishra777_roller:app/src/main/java/org/apache/roller/weblogger/pojos/WeblogEntry.java,856,"Add a nested comment explaining why this method is empty, throw an UnsupportedOperationException or complete the implementation.",5min,2013-06-08T21:44:53+0000
java:S1135,INFO,aryanmishra777_roller:app/src/main/java/org/apache/roller/weblogger/pojos/WeblogEntry.java,861,Complete the task associated to this TODO comment.,0min,2013-06-08T21:44:53+0000
java:S1186,CRITICAL,aryanmishra777_roller:app/src/main/java/org/apache/roller/weblogger/pojos/WeblogEntry.java,864,"Add a nested comment explaining why this method is empty, throw an UnsupportedOperationException or complete the implementation.",5min,2013-06-08T21:44:53+0000
java:S1135,INFO,aryanmishra777_roller:app/src/main/java/org/apache/roller/weblogger/pojos/WeblogEntry.java,1001,Complete the task associated to this TODO comment.,0min,2013-06-08T21:44:53+0000
java:S1186,CRITICAL,aryanmishra777_roller:app/src/main/java/org/apache/roller/weblogger/pojos/WeblogEntryAttribute.java,37,"Add a nested comment explaining why this method is empty, throw an UnsupportedOperationException or complete the implementation.",5min,2013-06-08T21:44:53+0000
java:S1186,CRITICAL,aryanmishra777_roller:app/src/main/java/org/apache/roller/weblogger/pojos/WeblogEntryComment.java,57,"Add a nested comment explaining why this method is empty, throw an UnsupportedOperationException or complete the implementation.",5min,2013-06-08T21:44:53+0000
java:S1172,MAJOR,aryanmishra777_roller:app/src/main/java/org/apache/roller/weblogger/pojos/WeblogEntryTag.java,51,"Remove this unused method parameter ""id"".",5min,2013-06-08T21:44:53+0000
java:S125,MAJOR,aryanmishra777_roller:app/src/main/java/org/apache/roller/weblogger/pojos/WeblogEntryTag.java,57,This block of commented-out lines of code should be removed.,5min,2013-06-08T21:44:53+0000
java:S1172,MAJOR,aryanmishra777_roller:app/src/main/java/org/apache/roller/weblogger/pojos/WeblogEntryTagAggregate.java,45,"Remove this unused method parameter ""id"".",5min,2013-06-08T21:44:53+0000
java:S125,MAJOR,aryanmishra777_roller:app/src/main/java/org/apache/roller/weblogger/pojos/WeblogEntryTagAggregate.java,48,This block of commented-out lines of code should be removed.,5min,2013-06-08T21:44:53+0000
java:S1186,CRITICAL,aryanmishra777_roller:app/src/main/java/org/apache/roller/weblogger/pojos/WeblogHitCount.java,36,"Add a nested comment explaining why this method is empty, throw an UnsupportedOperationException or complete the implementation.",5min,2013-06-08T21:44:53+0000
java:S1192,CRITICAL,aryanmishra777_roller:app/src/main/java/org/apache/roller/weblogger/pojos/WeblogPermission.java,47,"Define a constant instead of duplicating this literal ""Weblog"" 3 times.",8min,2013-06-08T21:44:53+0000
java:S1186,CRITICAL,aryanmishra777_roller:app/src/main/java/org/apache/roller/weblogger/pojos/WeblogTemplate.java,59,"Add a nested comment explaining why this method is empty, throw an UnsupportedOperationException or complete the implementation.",5min,2013-06-08T21:44:53+0000
java:S5993,MAJOR,aryanmishra777_roller:app/src/main/java/org/apache/roller/weblogger/pojos/WeblogTheme.java,38,"Change the visibility of this constructor to ""protected"".",2min,2013-06-08T21:44:53+0000
java:S1845,BLOCKER,aryanmishra777_roller:app/src/main/java/org/apache/roller/weblogger/pojos/wrapper/WeblogEntryWrapper.java,233,"Rename method ""getPermaLink"" to prevent any misunderstanding/clash with method ""getPermalink"".",10min,2013-06-08T21:44:53+0000
java:S1135,INFO,aryanmishra777_roller:app/src/main/java/org/apache/roller/weblogger/pojos/wrapper/WeblogEntryWrapper.java,258,Complete the task associated to this TODO comment.,0min,2013-06-08T21:44:53+0000
java:S1135,INFO,aryanmishra777_roller:app/src/main/java/org/apache/roller/weblogger/ui/core/RollerContext.java,81,Complete the task associated to this TODO comment.,0min,2013-06-08T21:44:53+0000
java:S125,MAJOR,aryanmishra777_roller:app/src/main/java/org/apache/roller/weblogger/ui/core/RollerContext.java,138,This block of commented-out lines of code should be removed.,5min,2013-06-08T21:44:53+0000
java:S125,MAJOR,aryanmishra777_roller:app/src/main/java/org/apache/roller/weblogger/ui/core/RollerContext.java,148,This block of commented-out lines of code should be removed.,5min,2013-06-08T21:44:53+0000
java:S1186,CRITICAL,aryanmishra777_roller:app/src/main/java/org/apache/roller/weblogger/ui/core/filters/BootstrapFilter.java,91,"Add a nested comment explaining why this method is empty, throw an UnsupportedOperationException or complete the implementation.",5min,2013-06-08T21:44:53+0000
java:S1186,CRITICAL,aryanmishra777_roller:app/src/main/java/org/apache/roller/weblogger/ui/core/filters/CharEncodingFilter.java,50,"Add a nested comment explaining why this method is empty, throw an UnsupportedOperationException or complete the implementation.",5min,2013-06-08T21:44:53+0000
java:S1186,CRITICAL,aryanmishra777_roller:app/src/main/java/org/apache/roller/weblogger/ui/core/filters/CharEncodingFilter.java,57,"Add a nested comment explaining why this method is empty, throw an UnsupportedOperationException or complete the implementation.",5min,2013-06-08T21:44:53+0000
java:S125,MAJOR,aryanmishra777_roller:app/src/main/java/org/apache/roller/weblogger/ui/core/filters/CustomOpenIDAuthenticationProcessingFilter.java,35,This block of commented-out lines of code should be removed.,5min,2013-06-08T21:44:53+0000
java:S1135,INFO,aryanmishra777_roller:app/src/main/java/org/apache/roller/weblogger/ui/core/filters/CustomOpenIDAuthenticationProcessingFilter.java,63,Complete the task associated to this TODO comment.,0min,2013-06-08T21:44:53+0000
java:S125,MAJOR,aryanmishra777_roller:app/src/main/java/org/apache/roller/weblogger/ui/core/filters/CustomOpenIDAuthenticationProcessingFilter.java,67,This block of commented-out lines of code should be removed.,5min,2013-06-08T21:44:53+0000
java:S1135,INFO,aryanmishra777_roller:app/src/main/java/org/apache/roller/weblogger/ui/core/filters/CustomOpenIDAuthenticationProcessingFilter.java,73,Complete the task associated to this TODO comment.,0min,2013-06-08T21:44:53+0000
java:S1186,CRITICAL,aryanmishra777_roller:app/src/main/java/org/apache/roller/weblogger/ui/core/filters/DebugFilter.java,74,"Add a nested comment explaining why this method is empty, throw an UnsupportedOperationException or complete the implementation.",5min,2013-06-08T21:44:53+0000
java:S1186,CRITICAL,aryanmishra777_roller:app/src/main/java/org/apache/roller/weblogger/ui/core/filters/DebugFilter.java,77,"Add a nested comment explaining why this method is empty, throw an UnsupportedOperationException or complete the implementation.",5min,2013-06-08T21:44:53+0000
java:S3626,MINOR,aryanmishra777_roller:app/src/main/java/org/apache/roller/weblogger/ui/core/filters/IPBanFilter.java,63,Remove this redundant jump.,1min,2013-06-08T21:44:53+0000
java:S1186,CRITICAL,aryanmishra777_roller:app/src/main/java/org/apache/roller/weblogger/ui/core/filters/IPBanFilter.java,70,"Add a nested comment explaining why this method is empty, throw an UnsupportedOperationException or complete the implementation.",5min,2013-06-08T21:44:53+0000
java:S1186,CRITICAL,aryanmishra777_roller:app/src/main/java/org/apache/roller/weblogger/ui/core/filters/LoadSaltFilter.java,53,"Add a nested comment explaining why this method is empty, throw an UnsupportedOperationException or complete the implementation.",5min,2013-06-08T21:44:53+0000
java:S1186,CRITICAL,aryanmishra777_roller:app/src/main/java/org/apache/roller/weblogger/ui/core/filters/LoadSaltFilter.java,57,"Add a nested comment explaining why this method is empty, throw an UnsupportedOperationException or complete the implementation.",5min,2013-06-08T21:44:53+0000
java:S1186,CRITICAL,aryanmishra777_roller:app/src/main/java/org/apache/roller/weblogger/ui/core/filters/PersistenceSessionFilter.java,73,"Add a nested comment explaining why this method is empty, throw an UnsupportedOperationException or complete the implementation.",5min,2013-06-08T21:44:53+0000
java:S1186,CRITICAL,aryanmishra777_roller:app/src/main/java/org/apache/roller/weblogger/ui/core/filters/PersistenceSessionFilter.java,76,"Add a nested comment explaining why this method is empty, throw an UnsupportedOperationException or complete the implementation.",5min,2013-06-08T21:44:53+0000
java:S1186,CRITICAL,aryanmishra777_roller:app/src/main/java/org/apache/roller/weblogger/ui/core/filters/RoleAssignmentFilter.java,61,"Add a nested comment explaining why this method is empty, throw an UnsupportedOperationException or complete the implementation.",5min,2013-06-08T21:44:53+0000
java:S1186,CRITICAL,aryanmishra777_roller:app/src/main/java/org/apache/roller/weblogger/ui/core/filters/RoleAssignmentFilter.java,64,"Add a nested comment explaining why this method is empty, throw an UnsupportedOperationException or complete the implementation.",5min,2013-06-08T21:44:53+0000
java:S1186,CRITICAL,aryanmishra777_roller:app/src/main/java/org/apache/roller/weblogger/ui/core/filters/ValidateSaltFilter.java,94,"Add a nested comment explaining why this method is empty, throw an UnsupportedOperationException or complete the implementation.",5min,2013-06-08T21:44:53+0000
java:S1186,CRITICAL,aryanmishra777_roller:app/src/main/java/org/apache/roller/weblogger/ui/core/plugins/TextEditor.java,27,"Add a nested comment explaining why this method is empty, throw an UnsupportedOperationException or complete the implementation.",5min,2013-06-08T21:44:53+0000
java:S1135,INFO,aryanmishra777_roller:app/src/main/java/org/apache/roller/weblogger/ui/core/plugins/UIPluginManagerImpl.java,67,Complete the task associated to this TODO comment.,0min,2013-06-08T21:44:53+0000
java:S1135,INFO,aryanmishra777_roller:app/src/main/java/org/apache/roller/weblogger/ui/core/security/AuthoritiesPopulator.java,82,Complete the task associated to this TODO comment.,0min,2013-06-08T21:44:53+0000
java:S1118,MAJOR,aryanmishra777_roller:app/src/main/java/org/apache/roller/weblogger/ui/core/security/CustomUserRegistry.java,42,Add a private constructor to hide the implicit public one.,5min,2013-06-08T21:44:53+0000
java:S1144,MAJOR,aryanmishra777_roller:app/src/main/java/org/apache/roller/weblogger/ui/core/security/CustomUserRegistry.java,174,"Remove this unused private ""getLdapAttribute"" method.",2min,2013-06-08T21:44:53+0000
java:S1141,MAJOR,aryanmishra777_roller:app/src/main/java/org/apache/roller/weblogger/ui/core/security/RollerUserDetailsService.java,47,Extract this nested try block into a separate method.,20min,2013-06-08T21:44:53+0000
java:S1141,MAJOR,aryanmishra777_roller:app/src/main/java/org/apache/roller/weblogger/ui/core/security/RollerUserDetailsService.java,78,Extract this nested try block into a separate method.,20min,2013-06-08T21:44:53+0000
java:S7158,MINOR,aryanmishra777_roller:app/src/main/java/org/apache/roller/weblogger/ui/core/tags/calendar/BigWeblogCalendarModel.java,110,"Use ""isEmpty()"" to check whether a ""String"" is empty or not.",2min,2013-06-08T21:44:53+0000
java:S125,MAJOR,aryanmishra777_roller:app/src/main/java/org/apache/roller/weblogger/ui/core/tags/calendar/CalendarModel.java,48,This block of commented-out lines of code should be removed.,5min,2013-06-08T21:44:53+0000
java:S125,MAJOR,aryanmishra777_roller:app/src/main/java/org/apache/roller/weblogger/ui/core/tags/calendar/CalendarTag.java,58,This block of commented-out lines of code should be removed.,5min,2013-06-08T21:44:53+0000
java:S125,MAJOR,aryanmishra777_roller:app/src/main/java/org/apache/roller/weblogger/ui/core/tags/calendar/CalendarTag.java,82,This block of commented-out lines of code should be removed.,5min,2013-06-08T21:44:53+0000
